Longitud de onda (Å),espectro
4000.0,1.0733145
4000.050000000745,1.0394708
4000.10000000149,0.9938237
4000.150000002235,0.9624024
4000.2000000029802,0.8916799
4000.2500000037253,0.8190106
4000.3000000044703,0.819183
4000.3500000052154,0.7984962
4000.4000000059605,0.7141592
4000.4500000067055,0.6982914
4000.5000000074506,0.7759825
4000.5500000081956,0.8749981
4000.6000000089407,0.9633018
4000.6500000096858,1.0273501
4000.700000010431,1.0645149
4000.750000011176,1.0356468
4000.800000011921,1.0681204
4000.850000012666,1.0350922
4000.900000013411,1.030163
4000.950000014156,1.0302289
4001.000000014901,1.0309374
4001.050000015646,0.9814072
4001.1000000163913,0.90085423
4001.1500000171363,0.90893584
4001.2000000178814,0.89047074
4001.2500000186265,0.92747384
4001.3000000193715,0.9534061
4001.3500000201166,0.9432744
4001.4000000208616,0.88950235
4001.4500000216067,0.9013467
4001.5000000223517,0.8845186
4001.550000023097,0.86153656
4001.600000023842,0.748107
4001.650000024587,0.64374834
4001.700000025332,0.6846107
4001.750000026077,0.84186053
4001.800000026822,0.95538896
4001.850000027567,1.0206413
4001.900000028312,1.0201675
4001.9500000290573,0.9454756
4002.0000000298023,0.8881232
4002.0500000305474,0.85561556
4002.1000000312924,0.87210584
4002.1500000320375,0.9327519
4002.2000000327826,0.99309856
4002.2500000335276,1.0318986
4002.3000000342727,1.0251737
4002.3500000350177,1.035264
4002.400000035763,0.992295
4002.450000036508,0.9559958
4002.500000037253,0.9676242
4002.550000037998,0.97065127
4002.600000038743,0.9308936
4002.650000039488,0.9650802
4002.700000040233,1.0228623
4002.750000040978,1.0368445
4002.8000000417233,0.99146867
4002.8500000424683,0.88527817
4002.9000000432134,0.7818236
4002.9500000439584,0.8069612
4003.0000000447035,0.87398314
4003.0500000454485,1.0043426
4003.1000000461936,1.0284188
4003.1500000469387,1.04517
4003.2000000476837,1.0294847
4003.250000048429,1.0109282
4003.300000049174,1.0357203
4003.350000049919,1.1134793
4003.400000050664,1.0527284
4003.450000051409,1.0827842
4003.500000052154,1.0656384
4003.550000052899,1.0155532
4003.600000053644,1.0469884
4003.6500000543892,0.9421268
4003.7000000551343,0.88797486
4003.7500000558794,0.8007835
4003.8000000566244,0.8000488
4003.8500000573695,0.8932804
4003.9000000581145,0.9634735
4003.9500000588596,0.957273
4004.0000000596046,1.0521234
4004.0500000603497,1.0264387
4004.1000000610948,1.0007001
4004.15000006184,1.043345
4004.200000062585,1.064359
4004.25000006333,1.0681041
4004.300000064075,1.0137928
4004.35000006482,1.0459112
4004.400000065565,1.0734326
4004.45000006631,1.0632982
4004.500000067055,1.073201
4004.5500000678003,1.0254837
4004.6000000685453,1.0262046
4004.6500000692904,0.99588126
4004.7000000700355,0.9630431
4004.7500000707805,0.8414381
4004.8000000715256,0.6803596
4004.8500000722706,0.55628955
4004.9000000730157,0.49985132
4004.9500000737607,0.52973336
4005.000000074506,0.5694079
4005.050000075251,0.6469904
4005.100000075996,0.6167362
4005.150000076741,0.54462355
4005.200000077486,0.41769794
4005.250000078231,0.37038004
4005.300000078976,0.42657855
4005.350000079721,0.5520371
4005.4000000804663,0.6829796
4005.4500000812113,0.7662094
4005.5000000819564,0.8599095
4005.5500000827014,0.8606807
4005.6000000834465,0.83526987
4005.6500000841916,0.68295944
4005.7000000849366,0.5871527
4005.7500000856817,0.66551113
4005.8000000864267,0.8444623
4005.850000087172,0.9515967
4005.900000087917,1.0368136
4005.950000088662,1.046765
4006.000000089407,1.0035266
4006.050000090152,0.9990669
4006.100000090897,0.94894236
4006.150000091642,0.8937707
4006.200000092387,0.85188013
4006.2500000931323,0.7565144
4006.3000000938773,0.7069594
4006.3500000946224,0.7292947
4006.4000000953674,0.8673069
4006.4500000961125,0.94357485
4006.5000000968575,0.9125639
4006.5500000976026,0.8569889
4006.6000000983477,0.7111086
4006.6500000990927,0.646826
4006.700000099838,0.5858111
4006.750000100583,0.6113747
4006.800000101328,0.75731254
4006.850000102073,0.839662
4006.900000102818,0.9583981
4006.950000103563,0.98714054
4007.000000104308,0.97436404
4007.050000105053,1.0197295
4007.1000001057982,0.97125727
4007.1500001065433,0.93750066
4007.2000001072884,0.8189364
4007.2500001080334,0.68322766
4007.3000001087785,0.66175276
4007.3500001095235,0.80365866
4007.4000001102686,0.90718114
4007.4500001110137,0.99548876
4007.5000001117587,1.009573
4007.5500001125038,1.0399255
4007.600000113249,1.0274982
4007.650000113994,1.0422397
4007.700000114739,1.0550029
4007.750000115484,1.0261672
4007.800000116229,1.023475
4007.850000116974,0.94194144
4007.900000117719,0.89702654
4007.9500001184642,0.8991758
4008.0000001192093,0.92786217
4008.0500001199543,0.9383062
4008.1000001206994,0.9543777
4008.1500001214445,0.9541145
4008.2000001221895,0.9953138
4008.2500001229346,1.0415083
4008.3000001236796,1.0355003
4008.3500001244247,1.0572647
4008.4000001251698,1.0348408
4008.450000125915,1.0136209
4008.50000012666,1.0545189
4008.550000127405,1.037948
4008.60000012815,1.0260878
4008.650000128895,1.0211066
4008.70000012964,0.9990759
4008.750000130385,0.961044
4008.80000013113,0.8694021
4008.8500001318753,0.8012072
4008.9000001326203,0.75663066
4008.9500001333654,0.7976079
4009.0000001341105,0.88792133
4009.0500001348555,0.9477776
4009.1000001356006,0.9310693
4009.1500001363456,0.9044651
4009.2000001370907,0.9600875
4009.2500001378357,1.0040802
4009.300000138581,1.0279955
4009.350000139326,1.0987543
4009.400000140071,1.055684
4009.450000140816,1.0256377
4009.500000141561,0.9782775
4009.550000142306,0.9124801
4009.600000143051,0.79366004
4009.650000143796,0.64504904
4009.7000001445413,0.56910306
4009.7500001452863,0.6132287
4009.8000001460314,0.7748128
4009.8500001467764,0.88964015
4009.9000001475215,0.9734289
4009.9500001482666,1.0059371
