Longitud de onda (Å),espectro
4000.0,1.0146428
4000.050000000745,1.0880355
4000.10000000149,1.1453234
4000.150000002235,1.0703171
4000.2000000029802,1.0882856
4000.2500000037253,0.98552406
4000.3000000044703,0.93644005
4000.3500000052154,0.8827846
4000.4000000059605,0.9229809
4000.4500000067055,0.8185711
4000.5000000074506,0.9272263
4000.5500000081956,0.88936365
4000.6000000089407,0.92433774
4000.6500000096858,1.0521014
4000.700000010431,1.042066
4000.750000011176,1.0099821
4000.800000011921,1.0688294
4000.850000012666,1.0499371
4000.900000013411,1.07
4000.950000014156,0.97926235
4001.000000014901,0.8902213
4001.050000015646,0.9210845
4001.1000000163913,0.95530754
4001.1500000171363,0.94627714
4001.2000000178814,0.8768351
4001.2500000186265,1.0106468
4001.3000000193715,1.0457176
4001.3500000201166,1.044984
4001.4000000208616,0.94423634
4001.4500000216067,0.9194746
4001.5000000223517,0.9381145
4001.550000023097,1.0000216
4001.600000023842,0.8762238
4001.650000024587,0.7404745
4001.700000025332,0.8613872
4001.750000026077,0.9132451
4001.800000026822,0.8969591
4001.850000027567,0.97443813
4001.900000028312,1.1542856
4001.9500000290573,0.978781
4002.0000000298023,1.0246891
4002.0500000305474,1.0263118
4002.1000000312924,0.9247914
4002.1500000320375,0.88968843
4002.2000000327826,1.0958446
4002.2500000335276,1.0756705
4002.3000000342727,1.0057174
4002.3500000350177,0.9704962
4002.400000035763,0.9879307
4002.450000036508,1.0082184
4002.500000037253,1.0906421
4002.550000037998,0.92621243
4002.600000038743,0.9141748
4002.650000039488,0.9916531
4002.700000040233,1.0010448
4002.750000040978,1.0925165
4002.8000000417233,0.9920133
4002.8500000424683,1.0298237
4002.9000000432134,0.7802152
4002.9500000439584,0.9466129
4003.0000000447035,0.9945553
4003.0500000454485,1.1033236
4003.1000000461936,0.8687577
4003.1500000469387,0.9812202
4003.2000000476837,0.9994875
4003.250000048429,1.1383958
4003.300000049174,0.98080945
4003.350000049919,0.9672846
4003.400000050664,1.0508609
4003.450000051409,1.0180771
4003.500000052154,1.0484443
4003.550000052899,1.0797181
4003.600000053644,0.9517601
4003.6500000543892,1.0439749
4003.7000000551343,0.96542984
4003.7500000558794,0.9428499
4003.8000000566244,0.9538981
4003.8500000573695,1.024492
4003.9000000581145,0.9166957
4003.9500000588596,1.0606024
4004.0000000596046,1.0873471
4004.0500000603497,0.89241344
4004.1000000610948,0.93165284
4004.15000006184,1.098771
4004.200000062585,1.1216263
4004.25000006333,0.98085433
4004.300000064075,1.0531385
4004.35000006482,1.0571465
4004.400000065565,1.0403314
4004.45000006631,1.1072294
4004.500000067055,0.9826323
4004.5500000678003,1.0763367
4004.6000000685453,1.010631
4004.6500000692904,1.054621
4004.7000000700355,0.9834875
4004.7500000707805,1.0244743
4004.8000000715256,0.9539888
4004.8500000722706,0.8346622
4004.9000000730157,0.7224351
4004.9500000737607,0.8195351
4005.000000074506,0.94744545
4005.050000075251,1.0040709
4005.100000075996,1.0015877
4005.150000076741,0.9158304
4005.200000077486,0.46479502
4005.250000078231,0.4280825
4005.300000078976,0.49938533
4005.350000079721,0.7003922
4005.4000000804663,0.9648292
4005.4500000812113,0.83998877
4005.5000000819564,1.0084352
4005.5500000827014,1.0643702
4005.6000000834465,1.0747209
4005.6500000841916,1.0057553
4005.7000000849366,0.7613932
4005.7500000856817,0.89866745
4005.8000000864267,0.9243015
4005.850000087172,1.0219175
4005.900000087917,0.96517396
4005.950000088662,1.0002846
4006.000000089407,1.0458674
4006.050000090152,0.8905085
4006.100000090897,1.0547947
4006.150000091642,1.0566839
4006.200000092387,0.981875
4006.2500000931323,0.9912908
4006.3000000938773,0.7809545
4006.3500000946224,0.9177475
4006.4000000953674,0.9376979
4006.4500000961125,1.0975276
4006.5000000968575,1.0254102
4006.5500000976026,0.94996405
4006.6000000983477,0.9476636
4006.6500000990927,0.9317479
4006.700000099838,0.9260197
4006.750000100583,0.93759155
4006.800000101328,1.0729158
4006.850000102073,1.150313
4006.900000102818,1.2824612
4006.950000103563,1.1757258
4007.000000104308,0.8693599
4007.050000105053,0.8882177
4007.1000001057982,0.92441905
4007.1500001065433,1.0194644
4007.2000001072884,0.9241055
4007.2500001080334,0.84899354
4007.3000001087785,0.80737776
4007.3500001095235,0.9925912
4007.4000001102686,1.1192892
4007.4500001110137,0.9726557
4007.5000001117587,1.0292476
4007.5500001125038,1.1800758
4007.600000113249,1.0831695
4007.650000113994,0.92308104
4007.700000114739,1.1460438
4007.750000115484,1.0282594
4007.800000116229,0.9914493
4007.850000116974,0.9835198
4007.900000117719,0.97671545
4007.9500001184642,1.0153941
4008.0000001192093,1.1616697
4008.0500001199543,1.0979661
4008.1000001206994,1.0206395
4008.1500001214445,0.981105
4008.2000001221895,1.0214758
4008.2500001229346,1.1413162
4008.3000001236796,1.0854752
4008.3500001244247,1.2113837
4008.4000001251698,1.0557076
4008.450000125915,1.0619919
4008.50000012666,1.1404265
4008.550000127405,1.103068
4008.60000012815,1.0816287
4008.650000128895,0.97387165
4008.70000012964,1.1665177
4008.750000130385,1.1031387
4008.80000013113,1.0027909
4008.8500001318753,0.9216599
4008.9000001326203,0.9127229
4008.9500001333654,1.0736175
4009.0000001341105,1.1458322
4009.0500001348555,1.0227947
4009.1000001356006,1.1805604
4009.1500001363456,1.2488956
4009.2000001370907,1.069557
4009.2500001378357,1.0627121
4009.300000138581,1.0566082
4009.350000139326,1.0205097
4009.400000140071,1.0194796
4009.450000140816,1.0834656
4009.500000141561,1.0586845
4009.550000142306,1.0027261
4009.600000143051,0.9603816
4009.650000143796,0.775414
4009.7000001445413,0.6318685
4009.7500001452863,0.91745687
4009.8000001460314,0.9385605
4009.8500001467764,1.036341
4009.9000001475215,1.1262919
4009.9500001482666,1.0518316
4010.0000001490116,1.110929
4010.0500001497567,1.1241727
4010.1000001505017,1.1296663
4010.150000151247,1.0824544
4010.200000151992,0.9911453
4010.250000152737,0.9028817
4010.300000153482,1.1628329
4010.350000154227,1.1248809
4010.400000154972,1.0939469
4010.450000155717,1.0336981
4010.500000156462,0.9049058
4010.5500001572073,1.0462828
4010.6000001579523,1.0312335
4010.6500001586974,1.0038191
4010.7000001594424,1.0254414
4010.7500001601875,0.9583638
4010.8000001609325,0.9607674
4010.8500001616776,1.0360564
4010.9000001624227,1.0181241
4010.9500001631677,1.0706923
4011.000000163913,1.0985404
4011.050000164658,1.0687444
4011.100000165403,1.0151246
4011.150000166148,1.0980663
4011.200000166893,1.031161
4011.250000167638,1.0740892
4011.300000168383,1.0477617
4011.350000169128,1.0973774
4011.4000001698732,1.1399266
4011.4500001706183,1.0337026
4011.5000001713634,1.0184983
4011.5500001721084,1.1395512
4011.6000001728535,1.1491938
4011.6500001735985,1.0205309
4011.7000001743436,1.041275
4011.7500001750886,1.1422853
4011.8000001758337,1.0479997
4011.8500001765788,1.13316
4011.900000177324,1.028656
4011.950000178069,1.0324633
4012.000000178814,1.1968544
4012.050000179559,1.107193
4012.100000180304,1.1443428
4012.150000181049,1.0949913
4012.200000181794,1.1724691
4012.250000182539,1.0678005
4012.3000001832843,0.9302378
4012.3500001840293,0.6914422
4012.4000001847744,0.5715591
4012.4500001855195,0.7830053
4012.5000001862645,0.99002314
4012.5500001870096,0.9876847
4012.6000001877546,1.0118254
4012.6500001884997,1.0986288
4012.7000001892447,1.1029512
4012.75000018999,1.0227706
4012.800000190735,1.1033001
4012.85000019148,1.1853487
4012.900000192225,1.0251529
4012.95000019297,1.097586
4013.000000193715,1.0470071
4013.05000019446,0.968388
4013.100000195205,0.94523567
4013.1500001959503,1.0034809
4013.2000001966953,1.1179171
4013.2500001974404,1.0240505
4013.3000001981854,1.1744882
4013.3500001989305,1.1786542
4013.4000001996756,1.1108828
4013.4500002004206,1.0389847
4013.5000002011657,1.0466961
4013.5500002019107,1.0264193
4013.600000202656,0.944401
4013.650000203401,1.1224486
4013.700000204146,1.0169928
4013.750000204891,0.9068188
4013.800000205636,0.9114215
4013.850000206381,0.93812275
4013.900000207126,0.9169424
4013.950000207871,1.0327948
4014.0000002086163,1.0316235
4014.0500002093613,1.2269785
4014.1000002101064,1.204864
4014.1500002108514,1.0951227
4014.2000002115965,0.9583701
4014.2500002123415,1.1032938
4014.3000002130866,1.1578985
4014.3500002138317,1.1089745
4014.4000002145767,1.0050614
4014.450000215322,0.9086687
4014.500000216067,0.72824067
4014.550000216812,0.7591677
4014.600000217557,0.79747593
4014.650000218302,0.966771
4014.700000219047,1.0916094
4014.750000219792,1.0219171
4014.800000220537,1.0416878
4014.8500002212822,1.0413657
4014.9000002220273,1.0108551
4014.9500002227724,1.0142107
4015.0000002235174,1.0538678
4015.0500002242625,1.0700439
4015.1000002250075,1.0015994
4015.1500002257526,1.0492508
4015.2000002264977,1.0674226
4015.2500002272427,1.0039856
4015.3000002279878,1.1130908
4015.350000228733,1.1391543
4015.400000229478,1.1321578
4015.450000230223,0.99429697
4015.500000230968,1.0706469
4015.550000231713,0.8797239
4015.600000232458,0.86890733
4015.650000233203,0.9552496
4015.7000002339482,1.0300888
