Longitud de onda (Å),espectro
4000.0,1.0685296
4000.050000000745,0.86649656
4000.10000000149,0.9757241
4000.150000002235,0.98227423
4000.2000000029802,0.70154107
4000.2500000037253,0.6726599
4000.3000000044703,0.57736397
4000.3500000052154,0.6285518
4000.4000000059605,0.6043207
4000.4500000067055,0.755306
4000.5000000074506,0.6601227
4000.5500000081956,0.9555098
4000.6000000089407,0.79115504
4000.6500000096858,1.1428713
4000.700000010431,1.0197383
4000.750000011176,1.3511069
4000.800000011921,1.0579807
4000.850000012666,0.8815641
4000.900000013411,0.92217046
4000.950000014156,0.93088204
4001.000000014901,0.89121217
4001.050000015646,0.9298664
4001.1000000163913,0.8966181
4001.1500000171363,0.5719473
4001.2000000178814,0.71519184
4001.2500000186265,0.7588819
4001.3000000193715,0.78503036
4001.3500000201166,1.0074803
4001.4000000208616,0.8461668
4001.4500000216067,0.6152657
4001.5000000223517,0.6717914
4001.550000023097,0.819495
4001.600000023842,0.65482837
4001.650000024587,0.4060411
4001.700000025332,0.55688524
4001.750000026077,0.8615328
4001.800000026822,1.1151507
4001.850000027567,1.0638973
4001.900000028312,1.0931435
4001.9500000290573,1.1524583
4002.0000000298023,0.6319769
4002.0500000305474,0.8493519
4002.1000000312924,0.88313776
4002.1500000320375,0.9762167
4002.2000000327826,1.0443152
4002.2500000335276,1.0495089
4002.3000000342727,0.99443877
4002.3500000350177,0.76136374
4002.400000035763,0.9322708
4002.450000036508,0.8430193
4002.500000037253,0.7734285
4002.550000037998,0.9790681
4002.600000038743,0.78836524
4002.650000039488,0.84800047
4002.700000040233,0.87302583
4002.750000040978,0.90292346
4002.8000000417233,0.92078257
4002.8500000424683,0.83167374
4002.9000000432134,0.7212796
4002.9500000439584,0.7814205
4003.0000000447035,0.7299999
4003.0500000454485,1.0305645
4003.1000000461936,1.0706025
4003.1500000469387,1.1125662
4003.2000000476837,1.145988
4003.250000048429,1.089099
4003.300000049174,1.0010167
4003.350000049919,1.268756
4003.400000050664,0.97186434
4003.450000051409,0.9286755
4003.500000052154,1.1742865
4003.550000052899,1.0402468
4003.600000053644,1.0019851
4003.6500000543892,0.84893507
4003.7000000551343,0.8543246
4003.7500000558794,0.6331618
4003.8000000566244,0.49420488
4003.8500000573695,0.885753
4003.9000000581145,0.93057823
4003.9500000588596,1.1213231
4004.0000000596046,0.9276249
4004.0500000603497,1.0372705
4004.1000000610948,1.0657147
4004.15000006184,1.1134833
4004.200000062585,1.0584457
4004.25000006333,1.1072456
4004.300000064075,1.1024863
4004.35000006482,1.2802595
4004.400000065565,0.9562637
4004.45000006631,1.1388202
4004.500000067055,1.0931352
4004.5500000678003,1.035955
4004.6000000685453,1.0417055
4004.6500000692904,0.9644886
4004.7000000700355,0.9277611
4004.7500000707805,0.89730954
4004.8000000715256,0.4646794
4004.8500000722706,0.49004248
4004.9000000730157,0.38143808
4004.9500000737607,0.27738816
4005.000000074506,0.29099923
4005.050000075251,0.40210405
4005.100000075996,0.44343182
4005.150000076741,0.38958773
4005.200000077486,0.1726835
4005.250000078231,0.23125325
4005.300000078976,0.27744493
4005.350000079721,0.11812671
4005.4000000804663,0.46799448
4005.4500000812113,0.43104267
4005.5000000819564,0.5207678
4005.5500000827014,0.79378456
4005.6000000834465,0.7232161
4005.6500000841916,0.5323803
4005.7000000849366,0.5266513
4005.7500000856817,0.65228814
4005.8000000864267,0.7986983
4005.850000087172,1.0784869
4005.900000087917,0.94852734
4005.950000088662,1.0280817
4006.000000089407,0.9494933
4006.050000090152,0.9111314
4006.100000090897,0.8290641
4006.150000091642,0.46527657
4006.200000092387,0.58309805
4006.2500000931323,0.8012854
4006.3000000938773,0.56256384
4006.3500000946224,0.5858336
4006.4000000953674,0.94511086
4006.4500000961125,0.8832914
4006.5000000968575,0.8504714
4006.5500000976026,0.7956605
4006.6000000983477,0.5606565
4006.6500000990927,0.29047686
4006.700000099838,0.27276683
4006.750000100583,0.43413937
4006.800000101328,0.65595657
4006.850000102073,0.5881149
4006.900000102818,0.8475326
4006.950000103563,0.7089075
4007.000000104308,0.76092285
4007.050000105053,0.7974552
4007.1000001057982,0.74781394
4007.1500001065433,0.796106
4007.2000001072884,0.81625
4007.2500001080334,0.29631072
4007.3000001087785,0.41735324
4007.3500001095235,0.6664753
4007.4000001102686,0.89538187
4007.4500001110137,0.8664486
4007.5000001117587,1.0220286
4007.5500001125038,0.9598889
4007.600000113249,1.0699527
4007.650000113994,1.2325348
4007.700000114739,1.120888
4007.750000115484,1.197579
4007.800000116229,0.99409485
4007.850000116974,0.7806721
4007.900000117719,0.61858463
4007.9500001184642,0.6677915
4008.0000001192093,0.5259243
4008.0500001199543,0.6072302
4008.1000001206994,0.8323522
