Longitud de onda (Å),espectro
4000.0,1.0377536
4000.050000000745,0.98638666
4000.10000000149,0.8866399
4000.150000002235,0.91416293
4000.2000000029802,0.8168493
4000.2500000037253,0.70043164
4000.3000000044703,0.6147936
4000.3500000052154,0.75184655
4000.4000000059605,0.66637355
4000.4500000067055,0.6323507
4000.5000000074506,0.6762721
4000.5500000081956,0.84641945
4000.6000000089407,1.0643271
4000.6500000096858,1.102575
4000.700000010431,1.0830888
4000.750000011176,1.0771157
4000.800000011921,1.0465604
4000.850000012666,0.9678099
4000.900000013411,0.9561209
4000.950000014156,1.0548775
4001.000000014901,0.9954789
4001.050000015646,0.75513333
4001.1000000163913,0.7807881
4001.1500000171363,0.702958
4001.2000000178814,0.74868757
4001.2500000186265,0.7784243
4001.3000000193715,0.8155384
4001.3500000201166,0.86768186
4001.4000000208616,0.77644074
4001.4500000216067,0.77883273
4001.5000000223517,0.81337786
4001.550000023097,0.78574103
4001.600000023842,0.69382346
4001.650000024587,0.59284955
4001.700000025332,0.57326776
4001.750000026077,0.71192825
4001.800000026822,0.8414151
4001.850000027567,0.96848637
4001.900000028312,0.9845227
4001.9500000290573,1.0357819
4002.0000000298023,0.94101095
4002.0500000305474,1.0345263
4002.1000000312924,1.011836
4002.1500000320375,1.1295973
4002.2000000327826,1.0567958
4002.2500000335276,1.094749
4002.3000000342727,1.1039342
4002.3500000350177,0.96866107
4002.400000035763,0.8287547
4002.450000036508,0.7863812
4002.500000037253,0.7518305
4002.550000037998,0.76640403
4002.600000038743,0.82870317
4002.650000039488,0.85493195
4002.700000040233,0.7794707
4002.750000040978,0.91595167
4002.8000000417233,0.9696702
4002.8500000424683,0.94441396
4002.9000000432134,0.91492397
4002.9500000439584,0.82918394
4003.0000000447035,1.0344747
4003.0500000454485,1.1066117
4003.1000000461936,1.0241877
4003.1500000469387,1.003393
4003.2000000476837,1.048796
4003.250000048429,1.0719712
4003.300000049174,1.081428
4003.350000049919,1.1014284
4003.400000050664,1.0919539
4003.450000051409,1.0212456
4003.500000052154,1.0177307
4003.550000052899,1.026721
4003.600000053644,1.0385041
4003.6500000543892,0.8914198
4003.7000000551343,0.82519585
4003.7500000558794,0.6446715
4003.8000000566244,0.5335047
4003.8500000573695,0.7230831
4003.9000000581145,0.8307118
4003.9500000588596,0.8818774
4004.0000000596046,0.9347479
4004.0500000603497,1.0302145
4004.1000000610948,0.982529
4004.15000006184,0.9326269
4004.200000062585,0.98657084
4004.25000006333,0.8584809
4004.300000064075,0.9119815
4004.35000006482,0.8463846
4004.400000065565,0.8795646
4004.45000006631,0.908428
4004.500000067055,0.82157874
4004.5500000678003,0.83446366
4004.6000000685453,0.7404028
4004.6500000692904,0.8122034
4004.7000000700355,0.66945195
4004.7500000707805,0.5726976
4004.8000000715256,0.4901417
4004.8500000722706,0.43665504
4004.9000000730157,0.3853321
4004.9500000737607,0.3778804
4005.000000074506,0.35815778
4005.050000075251,0.3003262
4005.100000075996,0.3367025
4005.150000076741,0.32575428
4005.200000077486,0.33200037
4005.250000078231,0.26645342
4005.300000078976,0.32059693
4005.350000079721,0.29929122
4005.4000000804663,0.36806935
4005.4500000812113,0.33982193
4005.5000000819564,0.37030426
4005.5500000827014,0.42600608
4005.6000000834465,0.5411223
4005.6500000841916,0.6116229
4005.7000000849366,0.58948123
4005.7500000856817,0.66739327
4005.8000000864267,0.6716357
4005.850000087172,0.79400706
4005.900000087917,0.781805
4005.950000088662,0.7422697
4006.000000089407,0.7422926
4006.050000090152,0.7649636
4006.100000090897,0.75396764
4006.150000091642,0.70865464
4006.200000092387,0.6029641
4006.2500000931323,0.5914796
4006.3000000938773,0.64509475
4006.3500000946224,0.7224569
4006.4000000953674,0.67838836
4006.4500000961125,0.80232507
4006.5000000968575,0.85096836
